# BSM1-style influent (synthesised, not the canonical IWA file).
# Generated by scripts/generate_bsm1_influent.py at repo setup.
# Profile follows Copp 2002 Table 5.1 average composition plus a
# diurnal flow / load pattern. Replace with the official BSM1 file
# for published-EQI comparisons.
# Columns: t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
t,SI,SS,XI,XS,XB_H,XB_A,XP,SO,SNO,SNH,SND,XND,SALK,Q
0.875,28.0835,48.7307,47.9291,141.859,19.7517,0,0,0,0,22.1286,4.87307,7.4253,4.90813,12933.6
0.885417,30.9456,54.895,52.8139,159.804,22.2502,0,0,0,0,24.9279,5.4895,8.36457,5.52899,14569.7
0.895833,30.8717,56.105,52.6878,163.326,22.7407,0,0,0,0,25.4773,5.6105,8.54894,5.65086,14890.8
0.90625,31.9418,59.5706,54.5141,173.415,24.1454,0,0,0,0,27.0511,5.95706,9.07702,5.99992,15810.6
0.916667,28.8681,55.316,49.2682,161.029,22.4209,0,0,0,0,25.119,5.5316,8.42872,5.57139,14681.4
0.927083,32.5337,64.1005,55.5241,186.602,25.9815,0,0,0,0,29.1081,6.41005,9.76726,6.45617,17012.9
0.9375,29.5689,59.9259,50.4643,174.449,24.2894,0,0,0,0,27.2124,5.99259,9.13116,6.0357,15904.9
0.947917,32.3616,67.4599,55.2305,196.381,27.3431,0,0,0,0,30.6336,6.74599,10.2791,6.79452,17904.5
0.958333,29.3508,62.908,50.0921,183.13,25.4981,0,0,0,0,28.5666,6.2908,9.58555,6.33606,16696.4
0.96875,28.8968,63.6358,49.3172,185.249,25.7931,0,0,0,0,28.897,6.36358,9.69644,6.40936,16889.6
0.979167,30.3747,68.6604,51.8395,199.876,27.8297,0,0,0,0,31.1787,6.86604,10.4621,6.91544,18223.2
0.989583,31.5472,73.109,53.8405,212.826,29.6328,0,0,0,0,33.1989,7.3109,11.1399,7.3635,19403.9
1,30.2415,71.7488,51.6122,208.866,29.0815,0,0,0,0,32.5812,7.17488,10.9327,7.2265,19042.9
1.01042,29.1217,70.6221,49.701,205.587,28.6248,0,0,0,0,32.0695,7.06221,10.761,7.11302,18743.8
1.02083,27.9882,69.257,47.7665,201.613,28.0715,0,0,0,0,31.4496,6.9257,10.553,6.97552,18381.5
1.03125,27.8977,70.312,47.6121,204.684,28.4991,0,0,0,0,31.9287,7.0312,10.7137,7.08179,18661.5
1.04167,30.754,78.7965,52.4869,229.383,31.9381,0,0,0,0,35.7815,7.87965,12.0065,7.93634,20913.4
1.05208,31.4846,81.8457,53.7337,238.259,33.174,0,0,0,0,37.1662,8.18457,12.4712,8.24345,21722.7
1.0625,29.7536,78.3189,50.7794,227.993,31.7445,0,0,0,0,35.5647,7.83189,11.9338,7.88824,20786.6
1.07292,28.3885,75.5148,48.4496,219.829,30.6079,0,0,0,0,34.2913,7.55148,11.5065,7.6058,20042.4
1.08333,31.3096,83.9979,53.435,244.524,34.0463,0,0,0,0,38.1435,8.39979,12.7991,8.46022,22293.9
1.09375,28.0794,75.8286,47.9222,220.743,30.7351,0,0,0,0,34.4338,7.58286,11.5543,7.63741,20125.7
1.10417,28.9304,78.4925,49.3745,228.498,31.8149,0,0,0,0,35.6435,7.84925,11.9602,7.90572,20832.7
1.11458,30.9315,84.1606,52.7898,244.998,34.1123,0,0,0,0,38.2174,8.41606,12.8239,8.4766,22337.1
1.125,26.6248,72.5219,45.4396,211.117,29.3948,0,0,0,0,32.9322,7.25219,11.0505,7.30436,19248
1.13542,30.5796,83.2485,52.1891,242.343,33.7426,0,0,0,0,37.8032,8.32485,12.6849,8.38474,22095
1.14583,29.1275,79.1316,49.711,230.358,32.0739,0,0,0,0,35.9337,7.91316,12.0576,7.97009,21002.3
1.15625,30.1639,81.6641,51.4798,237.731,33.1004,0,0,0,0,37.0837,8.16641,12.4435,8.22516,21674.5
1.16667,29.8864,80.5334,51.0062,234.439,32.6421,0,0,0,0,36.5703,8.05334,12.2712,8.11128,21374.4
1.17708,30.3032,81.1858,51.7174,236.338,32.9065,0,0,0,0,36.8665,8.11858,12.3706,8.17698,21547.5
1.1875,31.0413,82.6092,52.9771,240.482,33.4835,0,0,0,0,37.5129,8.26092,12.5875,8.32035,21925.3
1.19792,28.8624,76.2443,49.2586,221.953,30.9036,0,0,0,0,34.6226,7.62443,11.6177,7.67928,20236
1.20833,32.1315,84.2098,54.8377,245.141,34.1322,0,0,0,0,38.2397,8.42098,12.8314,8.48156,22350.1
1.21875,31.0891,80.8086,53.0588,235.24,32.7536,0,0,0,0,36.6952,8.08086,12.3131,8.13899,21447.4
1.22917,31.2656,80.5899,53.36,234.604,32.665,0,0,0,0,36.5959,8.05899,12.2798,8.11697,21389.4
1.23958,31.7473,81.1563,54.1821,236.252,32.8946,0,0,0,0,36.8531,8.11563,12.3661,8.17402,21539.7
1.25,31.1814,79.0744,53.2162,230.192,32.0507,0,0,0,0,35.9077,7.90744,12.0489,7.96433,20987.1
1.26042,31.2661,78.6948,53.3608,229.087,31.8969,0,0,0,0,35.7354,7.86948,11.991,7.92609,20886.4
1.27083,30.1134,75.2744,51.3935,219.13,30.5105,0,0,0,0,34.1821,7.52744,11.4699,7.58159,19978.6
1.28125,27.8598,69.2206,47.5475,201.507,28.0567,0,0,0,0,31.4331,6.92206,10.5474,6.97186,18371.8
1.29167,29.7974,73.6578,50.8543,214.424,29.8552,0,0,0,0,33.4481,7.36578,11.2235,7.41877,19549.5
1.30208,28.8457,71.0179,49.23,206.739,28.7852,0,0,0,0,32.2493,7.10179,10.8213,7.15288,18848.9
1.3125,27.8659,68.4077,47.5578,199.14,27.7273,0,0,0,0,31.064,6.84077,10.4236,6.88998,18156.1
1.32292,30.3877,74.4726,51.8616,216.796,30.1855,0,0,0,0,33.8181,7.44726,11.3477,7.50084,19765.8
1.33333,29.1472,71.3989,49.7445,207.848,28.9397,0,0,0,0,32.4223,7.13989,10.8793,7.19126,18950
1.34375,28.4553,69.755,48.5637,203.062,28.2734,0,0,0,0,31.6758,6.9755,10.6289,7.02569,18513.7
1.35417,28.4355,69.8377,48.5299,203.303,28.3069,0,0,0,0,31.7134,6.98377,10.6415,7.03401,18535.6
1.36458,30.4026,74.8893,51.8871,218.009,30.3544,0,0,0,0,34.0073,7.48893,11.4112,7.5428,19876.4
1.375,30.538,75.5166,52.1182,219.835,30.6087,0,0,0,0,34.2921,7.55166,11.5068,7.60599,20042.9
1.38542,31.9837,79.4652,54.5855,231.329,32.2091,0,0,0,0,36.0852,7.94652,12.1084,8.00369,21090.9
1.39583,29.9791,74.8855,51.1644,217.998,30.3529,0,0,0,0,34.0055,7.48855,11.4106,7.54242,19875.4
1.40625,31.5628,79.303,53.8671,230.857,32.1434,0,0,0,0,36.0116,7.9303,12.0837,7.98736,21047.8
1.41667,32.1034,81.1568,54.7898,236.254,32.8948,0,0,0,0,36.8534,8.11568,12.3662,8.17407,21539.8
1.42708,31.7252,80.7003,54.1444,234.925,32.7097,0,0,0,0,36.6461,8.07003,12.2966,8.12808,21418.7
1.4375,26.452,67.6976,45.1448,197.073,27.4394,0,0,0,0,30.7415,6.76976,10.3154,6.81846,17967.6
1.44792,31.843,81.9658,54.3454,238.609,33.2227,0,0,0,0,37.2207,8.19658,12.4895,8.25555,21754.5
1.45833,30.5094,78.946,52.0694,229.818,31.9987,0,0,0,0,35.8494,7.8946,12.0293,7.95139,20953.1
1.46875,30.6357,79.6325,52.2849,231.817,32.277,0,0,0,0,36.1612,7.96325,12.1339,8.02054,21135.3
1.47917,30.5568,79.7167,52.1503,232.062,32.3111,0,0,0,0,36.1994,7.97167,12.1468,8.02902,21157.6
1.48958,30.5741,79.9666,52.1799,232.789,32.4123,0,0,0,0,36.3129,7.99666,12.1848,8.05419,21223.9
1.5,30.4791,79.8245,52.0177,232.376,32.3548,0,0,0,0,36.2484,7.98245,12.1632,8.03988,21186.2
1.51042,29.4616,77.1569,50.2812,224.61,31.2735,0,0,0,0,35.037,7.71569,11.7567,7.7712,20478.2
1.52083,27.1475,70.9872,46.3318,206.649,28.7728,0,0,0,0,32.2354,7.09872,10.8166,7.14979,18840.7
1.53125,29.8366,77.7733,50.9212,226.404,31.5234,0,0,0,0,35.3169,7.77733,11.8506,7.83329,20641.8
1.54167,28.7944,74.6928,49.1424,217.437,30.2748,0,0,0,0,33.9181,7.46928,11.3812,7.52302,19824.2
1.55208,31.6202,81.4799,53.9652,237.194,33.0257,0,0,0,0,37.0001,8.14799,12.4154,8.20661,21625.6
1.5625,29.5669,75.5449,50.4608,219.917,30.6201,0,0,0,0,34.305,7.55449,11.5111,7.60884,20050.4
1.57292,30.1252,76.1778,51.4137,221.76,30.8767,0,0,0,0,34.5924,7.61778,11.6075,7.67258,20218.4
1.58333,28.7256,71.7533,49.025,208.879,29.0833,0,0,0,0,32.5832,7.17533,10.9333,7.22695,19044
1.59375,29.2341,71.9971,49.8928,209.589,29.1821,0,0,0,0,32.6939,7.19971,10.9705,7.25151,19108.8
1.60417,29.9827,72.6676,51.1705,211.541,29.4539,0,0,0,0,32.9984,7.26676,11.0727,7.31904,19286.7
1.61458,27.7719,66.1204,47.3974,192.482,26.8002,0,0,0,0,30.0253,6.61204,10.075,6.6596,17549
1.625,30.451,71.0951,51.9698,206.964,28.8165,0,0,0,0,32.2844,7.10951,10.8331,7.16066,18869.4
1.63542,29.8409,68.2114,50.9285,198.569,27.6477,0,0,0,0,30.9748,6.82114,10.3936,6.87021,18104
1.64583,28.2214,63.0653,48.1646,183.588,25.5619,0,0,0,0,28.638,6.30653,9.60952,6.3519,16738.2
1.65625,26.4027,57.6053,45.0605,167.694,23.3488,0,0,0,0,26.1586,5.76053,8.77755,5.80197,15289
1.66667,30.7696,65.4738,52.5134,190.599,26.5381,0,0,0,0,29.7317,6.54738,9.9765,6.59448,17377.4
1.67708,29.5536,61.2807,50.4382,178.393,24.8385,0,0,0,0,27.8276,6.12807,9.33759,6.17215,16264.5
1.6875,29.205,58.9791,49.8432,171.693,23.9056,0,0,0,0,26.7824,5.89791,8.98688,5.94034,15653.6
1.69792,29.6458,58.2954,50.5954,169.703,23.6285,0,0,0,0,26.472,5.82954,8.88271,5.87148,15472.2
1.70833,32.7247,62.667,55.8502,182.429,25.4004,0,0,0,0,28.4571,6.2667,9.54883,6.31178,16632.5
1.71875,29.9253,55.8375,51.0725,162.547,22.6323,0,0,0,0,25.3558,5.58375,8.50819,5.62392,14819.8
1.72917,30.1299,54.8312,51.4217,159.618,22.2244,0,0,0,0,24.8989,5.48312,8.35486,5.52257,14552.8
1.73958,27.7694,49.3572,47.3931,143.683,20.0057,0,0,0,0,22.4132,4.93572,7.52076,4.97123,13099.9
1.75,32.471,56.4735,55.4172,164.399,22.8901,0,0,0,0,25.6447,5.64735,8.6051,5.68798,14988.6
1.76042,31.3762,53.5207,53.5488,155.803,21.6932,0,0,0,0,24.3038,5.35207,8.15516,5.39057,14204.9
1.77083,31.6004,53.0126,53.9314,154.324,21.4873,0,0,0,0,24.0731,5.30126,8.07775,5.3394,14070.1
1.78125,30.0715,49.7706,51.322,144.886,20.1732,0,0,0,0,22.6009,4.97706,7.58376,5.01287,13209.6
1.79167,31.375,51.4098,53.5466,149.658,20.8376,0,0,0,0,23.3452,5.14098,7.83352,5.17796,13644.7
1.80208,30.5564,49.755,52.1496,144.841,20.1669,0,0,0,0,22.5938,4.9755,7.58137,5.01129,13205.5
1.8125,30.9198,50.2283,52.7698,146.218,20.3587,0,0,0,0,22.8087,5.02283,7.65349,5.05896,13331.1
1.82292,29.7717,48.4433,50.8104,141.022,19.6352,0,0,0,0,21.9981,4.84433,7.3815,4.87918,12857.3
1.83333,27.7892,45.4731,47.4268,132.376,18.4313,0,0,0,0,20.6494,4.54731,6.92893,4.58003,12069
1.84375,31.5433,52.1092,53.8339,151.694,21.1211,0,0,0,0,23.6628,5.21092,7.94009,5.2484,13830.3
1.85417,27.0976,45.3576,46.2465,132.039,18.3845,0,0,0,0,20.5969,4.53576,6.91132,4.56839,12038.4
1.86458,29.6401,50.439,50.5858,146.832,20.4441,0,0,0,0,22.9044,5.0439,7.6856,5.08019,13387
1.875,29.6932,51.5239,50.6764,149.99,20.8839,0,0,0,0,23.397,5.15239,7.85091,5.18946,13675
1.88542,28.4357,50.4426,48.5303,146.842,20.4456,0,0,0,0,22.906,5.04426,7.68615,5.08055,13388
1.89583,30.9197,56.1921,52.7696,163.58,22.776,0,0,0,0,25.5169,5.61921,8.56222,5.65963,14913.9
1.90625,29.6995,55.3888,50.6872,161.241,22.4504,0,0,0,0,25.1521,5.53888,8.43981,5.57872,14700.7
1.91667,29.3447,56.2292,50.0816,163.688,22.791,0,0,0,0,25.5337,5.62292,8.56788,5.66338,14923.8
1.92708,30.7798,60.6449,52.5308,176.542,24.5808,0,0,0,0,27.5389,6.06449,9.24071,6.10811,16095.8
1.9375,29.2851,59.3508,49.98,172.775,24.0563,0,0,0,0,26.9512,5.93508,9.04352,5.97777,15752.3
1.94792,32.0835,66.8801,54.7558,194.693,27.1081,0,0,0,0,30.3703,6.68801,10.1908,6.73613,17750.7
1.95833,30.5272,65.4293,52.0997,190.47,26.52,0,0,0,0,29.7115,6.54293,9.96973,6.59,17365.6
1.96875,29.2885,64.4984,49.9857,187.76,26.1427,0,0,0,0,29.2888,6.44984,9.82789,6.49624,17118.5
1.97917,27.0836,61.2211,46.2227,178.219,24.8144,0,0,0,0,27.8005,6.12211,9.32851,6.16615,16248.7
1.98958,28.0384,64.9775,47.8522,189.155,26.3369,0,0,0,0,29.5063,6.49775,9.90089,6.5445,17245.7
2,31.6302,75.0436,53.9823,218.458,30.417,0,0,0,0,34.0774,7.50436,11.4347,7.55835,19917.3
2.01042,29.9241,72.5679,51.0705,211.251,29.4135,0,0,0,0,32.9532,7.25679,11.0575,7.309,19260.3
2.02083,29.5753,73.1844,50.4752,213.046,29.6634,0,0,0,0,33.2331,7.31844,11.1514,7.37109,19423.9
2.03125,32.4649,81.8229,55.4067,238.193,33.1647,0,0,0,0,37.1558,8.18229,12.4677,8.24115,21716.6
2.04167,28.076,71.9351,47.9164,209.409,29.157,0,0,0,0,32.6658,7.19351,10.961,7.24526,19092.3
2.05208,29.1215,75.7028,49.7007,220.377,30.6842,0,0,0,0,34.3767,7.57028,11.5352,7.62475,20092.3
2.0625,29.2911,77.1017,49.9902,224.449,31.2511,0,0,0,0,35.0119,7.71017,11.7483,7.76563,20463.6
2.07292,30.8795,82.1411,52.701,239.119,33.2937,0,0,0,0,37.3003,8.21411,12.5162,8.2732,21801.1
2.08333,29.0047,77.8143,49.5013,226.524,31.54,0,0,0,0,35.3355,7.78143,11.8569,7.83741,20652.7
2.09375,29.0799,78.5303,49.6297,228.608,31.8302,0,0,0,0,35.6607,7.85303,11.966,7.90953,20842.7
2.10417,27.5923,74.862,47.0908,217.929,30.3433,0,0,0,0,33.9949,7.4862,11.407,7.54005,19869.1
2.11458,31.094,84.6027,53.0671,246.285,34.2915,0,0,0,0,38.4181,8.46027,12.8913,8.52113,22454.4
2.125,31.2092,85.0092,53.2637,247.468,34.4562,0,0,0,0,38.6027,8.50092,12.9532,8.56207,22562.3
2.13542,29.2854,79.7255,49.9805,232.087,32.3146,0,0,0,0,36.2034,7.97255,12.1481,8.0299,21159.9
2.14583,30.245,82.1675,51.6182,239.196,33.3044,0,0,0,0,37.3123,8.21675,12.5202,8.27586,21808.1
2.15625,28.061,75.9709,47.8908,221.157,30.7928,0,0,0,0,34.4984,7.59709,11.576,7.65174,20163.4
2.16667,29.2923,78.9324,49.9922,229.778,31.9932,0,0,0,0,35.8432,7.89324,12.0272,7.95002,20949.4
2.17708,32.0669,85.9111,54.7276,250.094,34.8218,0,0,0,0,39.0123,8.59111,13.0906,8.65291,22801.7
2.1875,30.2036,80.3799,51.5475,233.992,32.5799,0,0,0,0,36.5006,8.03799,12.2478,8.09582,21333.6
2.19792,33.4655,88.404,57.1145,257.351,35.8323,0,0,0,0,40.1443,8.8404,13.4705,8.904,23463.3
2.20833,28.8192,75.529,49.1848,219.871,30.6137,0,0,0,0,34.2978,7.5529,11.5087,7.60724,20046.2
2.21875,30.8704,80.2401,52.6855,233.585,32.5232,0,0,0,0,36.4371,8.02401,12.2265,8.08174,21296.5
2.22917,29.7067,76.5718,50.6995,222.907,31.0364,0,0,0,0,34.7713,7.65718,11.6676,7.71227,20322.9
2.23958,30.8487,78.8593,52.6485,229.566,31.9635,0,0,0,0,35.8101,7.88593,12.0161,7.94266,20930
2.25,29.9892,76.0511,51.1815,221.391,30.8253,0,0,0,0,34.5348,7.60511,11.5882,7.65982,20184.7
2.26042,29.1582,73.3893,49.7633,213.642,29.7464,0,0,0,0,33.3261,7.33893,11.1826,7.39173,19478.3
2.27083,28.6986,71.7377,48.9789,208.834,29.077,0,0,0,0,32.5762,7.17377,10.931,7.22538,19039.9
2.28125,34.5991,85.9648,59.0491,250.25,34.8436,0,0,0,0,39.0367,8.59648,13.0988,8.65833,22815.9
2.29167,29.884,73.8717,51.002,215.046,29.942,0,0,0,0,33.5452,7.38717,11.2561,7.44032,19606.3
